"Bilateral Remittance Estimates for 2012 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mayotte","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Jordan","0.0","0.0","3.44177579879761","","","0.0","0.0","0.0","0.0","","7.46909761428833","4.63259220123291","0.0","","","126.964530944824","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","2.71712684631348","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","428.255401611328","0.0","","","","0.0","0.0","0.0","","0.781251847743988","0.0","0.0","0.0","0.0","0.0","0.0","3808.826171875","0.0","","","0.0","0.0","","0.0","0.0","36.0014991760254","","","0.0","0.0","22.6512031555176","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.2133712768555","0.0","122.872200012207","196.757781982422","0.680213987827301","58.2355346679688","0.0","","16.2436447143555","5.15174055099487","0.0","2.97309923171997","0.0","0.0","0.0","","","4.00182294845581","","","0.0","0.0","0.0","152.088485717773","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","1.7091863155365","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","7.9996485710144","0.0","","0.0","4.94081211090088","2.9155478477478","","","0.0","0.0","0.0","0.0","","0.0","12.9902496337891","55.5407066345215","","0.0","0.0","0.0","0.0","119.498512268066","0.0","0.0","","","2.69300866127014","2.27500295639038","0.0","0.0","","0.0","54.9668502807617","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","18.1967544555664","258.925323486328","0.0","0.0","0.0","19.8914909362793","0.0","0.0","0.0","12.5707674026489","513.158386230469","0.0","0.0","3.58780360221863","","0.0","0.0","0.0","5.9844274520874","1.68636631965637","","","","0.0","2.75195813179016","","11.7565116882324","40.1709976196289","0.0","","0.0","0.0","0.0","","","16.5478324890137","0.0","","6192.7166912555695"
"Kazakhstan","0.0","0.0","0.0","","","0.0","0.0","0.0","11.1515846252441","","0.0","0.0","46.5682106018066","","","0.0","0.0","19.8417053222656","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","3.69336915016174","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","10.2307720184326","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","2.00910878181458","0.0","","0.0","0.0","0.0","","","0.0","2.43083095550537","674.835327148438","0.0","","3.0874662399292","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.25610482692719","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","15.1011371612549","0.0","2.24637651443481","0.0","0.0","0.0","","","10.9387149810791","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","19.8764152526855","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","48.2304344177246","0.0","","","0.0","1031.49182128906","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","58.4584503173828","0.0","0.0","","0.0","0.0","0.0","0.0","7.5357780456543","","","","0.0","246.695434570313","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","2215.679042220114"
"Kenya","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","11.3078756332397","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","56.9670448303223","0.0","0.0","0.0","0.0","0.0","0.0","15.1758060455322","0.0","","0.0","0.0","0.0","0.0","0.0","","","","530.224792480469","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","613.6755189895632"
"Kiribati","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.253633737564087","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.212836340069771","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.46647007763385806"
"Korea, Dem. Rep.","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Korea, Rep.","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","9.12351322174072","0.0","0.0","","","19.6947898864746","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","2.08116292953491","0.0","","0.0","","","","","0.0","1923.21020507813","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","14.1488189697266","","","0.0","0.0","4.86251211166382","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.4799785614014","50.3132362365723","0.0","0.0","0.0","","0.0","0.0","0.0","42.7703819274902","0.0","0.0497236475348473","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.994867503643036","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","118.216590881348","0.0","0.0","0.0","","0.0","19.5617389678955","0.0","","","1.67686760425568","0.0","0.0","0.0","","0.0","0.0","17.0159301757813","","0.0","0.0","0.0","0.0","152.301559448242","0.0","0.0","","","0.0","1.15040969848633","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","27.1958293914795","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","108.099418640137","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","3.9247682094574","63.7072334289551","0.0","","0.0","0.0","185.082626342773","","","0.0","0.0","","2782.6621628627236"
"Kosovo","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Kuwait","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","1024.07434082031","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2180.7958984375","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2947.42846679688","41.8632202148438","107.781761169434","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","485.947052001953","","0.0","0.0","0.0","0.0","549.317321777344","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","823.359558105469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","348.094268798828","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","8508.66188812256"
"Kyrgyz Republic","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","12.0006685256958","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.252634704113007","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","40.6546745300293","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.2750434875488","0.0","0.0","","0.0","0.0","0.0","0.0","0.968510746955872","","","","0.0","6.19736576080322","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","80.348897755146"
"Lao PDR","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.325222462415695","0.0","","0.0","","","","","0.0","9.5216064453125","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.83565974235535","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","20.3959732055664","","","0.0","0.0","","34.07846185564995"
"Latvia","0.0","0.0","0.0","","","0.0","0.0","0.0","5.15980005264282","","0.0","0.0","6.62093734741211","","","0.0","0.0","4.21957731246948","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","3.08744025230408","0.0","0.0","0.0","0.0","0.0","0.0","","","7.97267198562622","0.0","","0.0","1.504075050354","0.0","","","0.0","3.84097933769226","5.25365781784058","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.63356733322144","0.0","0.0","0.0","0.0","","0.836860358715057","0.0","0.0","0.0","0.0","0.479652762413025","0.0","","","0.0","","","9.10060024261475","0.0","0.0","5.71892023086548","0.0","0.0","","","33.5101699829102","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","7.6142463684082","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","1.03098273277283","","0.0","0.0","0.0","0.0","0.0","1.59853291511536","0.0","","","0.0","94.4630889892578","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","1.98232078552246","0.0","0.0","0.0","0.0","0.0","0.0","2.01114296913147","0.0","0.0","18.3368015289307","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","32.1069297790527","","1.47707724571228","3.64909148216248","0.0","","0.0","0.0","0.0","","","0.0","0.0","","253.2091248631478"
"Lebanon","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Lesotho","0.0","0.0","0.0","","","2.96879619554602e-07","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0736429467797279","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.00233419658616185","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.00146703026257455","","0.00362437544390559","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","3.59413361549377","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0158152990043163","0.0","0.0","0.0","0.0","0.0151820909231901","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0126341711729765","","3.7188340225462424"
"Liberia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.076041080057621","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.687552094459534","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","1.36881053447723","","","0.0","0.0","2.18525981903076","1.70438599586487","","0.0","","0.0","","0.0","4.97697448730469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.13372325897217","0.0","0.0","0.0","0.0","","0.0","0.273268103599548","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","26.4059371948242","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.497632026672363","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","24.4398078918457","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.37994721531868","0.0","0.0","1.84097766876221","","0.0","0.0","0.0","","0.0","0.758183360099792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.525237262248993","0.0","0.0","0.0","0.0","0.0","","0.334483861923218","0.0","0.0","0.0","0.0","","","","0.0","0.0","","1.02455365657806","0.446265459060669","0.0","","0.0","0.0","0.0","","","0.0","0.0","","74.05904097110032"
"Libya","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2080.24951171875","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.126953125","0.0","0.0","0.0","","0.0","0.0","0.0","258.551605224609","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","2408.928070068359"
"Liechtenstein","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","10.7785987854004","0.0","","","0.0","0.0","0.0","0.315361320972443","0.0","0.0","","0.0","0.0","0.335070073604584","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.215507298707962","","0.0","0.0","0.129420250654221","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.00566328316926956","0.809440732002258","","","0.0","0.0","4.81229305267334","0.0","","0.0444191880524158","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000878038408700377","0.0","0.0","0.0","0.0","0.00549453543499112","","0.0","2.31036257743835","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.188805192708969","0.0","0.0688419565558434","","0.0","0.0","0.0","0.0","0.0","","","0.0","","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.111921399831772","","","0.0","0.0","0.0","0.0","","0.0455072335898876","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.826610743999481","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.264484941959381","0.0","","0.0","2.94855904579163","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0548899881541729","32.213249206543","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.196231245994568","","","","0.0","0.0","","0.0645766928792","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","56.746186784526834"
