"Bilateral Remittance Estimates for 2011 using Migrant Stocks, Host Country Incomes, and Origin Country Incomes (millions of US$) (May 2013 Version)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Curaçao","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Faeroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Macedonia, FYR","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","São Tomé and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Vietnam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe","Total"
"Senegal","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","6.12554597854614","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","190.672500610352","","","4.1428689956665","0.0","0.0","0.0","0.0","","0.0","","0.0","9.81021308898926","6.03186655044556","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","5.61011123657227","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","6.62557506561279","0.0","","","0.0","0.0","","0.0","","0.0","0.0","5.26118946075439","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","2.33938360214233","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","1.70175993442535","0.0","","0.0","0.0","0.0","","","0.0","0.0","","238.3210145235066"
"Serbia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Seychelles","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"Sierra Leone","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.110766373574734","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","1.90150952339172","0.0","0.0","0.162855431437492","0.0","","0.0","","0.0","7.21429920196533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.47456288337708","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","9.28487300872803","0.0","9.64972972869873","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.272882014513016","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","28.7482357025146","","0.0","0.0","0.238591372966766","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","1.11396527290344","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.659800946712494","0.903968989849091","0.0","","0.0","0.0","0.0","","","0.0","0.0","","61.73604045063252"
"Singapore","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","90.4175033569336","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","4002.19604492188","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","1.31645584106445","0.0","0.0","1113.19909667969","385.56689453125","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","872.670532226563","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","82.9176330566406","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","10.0956420898438","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","24.5809497833252","0.0","","0.0","0.0","0.0","","","0.0","0.0","","6582.96075248719"
"Slovak Republic","0.0401663333177567","0.0220142472535372","0.110843740403652","","","3.0474098821287e-05","0.0","0.0803481489419937","0.24961394071579","","1.1898193359375","12.7586650848389","0.054348312318325","","","0.21854941546917","0.0","0.0777069106698036","13.2551374435425","0.0","0.0071319960989058","","0.0","0.0139861553907394","0.451890349388123","0.0","0.385074377059937","","1.34402394294739","0.000227899392484687","0.00117733201477677","0.00472265249118209","0.00187312753405422","","0.0","","","","","6.21653089183383e-05","6.8140811920166","0.0791842564940453","","","","0.0530067272484303","0.00134729291312397","0.832962512969971","","","0.0510036312043667","325.096649169922","0.594906270503998","0.00303043355233967","0.0","0.0299187991768122","0.0660047978162766","0.508677363395691","0.00931714661419392","","","0.0323945768177509","0.0478139519691467","","0.000475492503028363","0.21639820933342","23.7294273376465","","","0.0","0.0798593983054161","12.3340997695923","0.00303508900105953","0.374401420354843","","0.000460058101452887","","0.00541289802640677","0.00392664037644863","0.000593030534218997","0.000441068084910512","0.00159034109674394","0.00522661721333861","0.00163378019351512","70.3755569458008","0.00305541418492794","0.87332957983017","0.0371433570981026","0.118077903985977","0.0144087783992291","0.082655131816864","","1.35085558891296","2.01178932189941","0.00456360867246985","0.526449143886566","0.47171077132225","0.0108606526628137","0.0395059362053871","","","1.13573133945465","","","0.0686065778136253","0.00225201505236328","0.109861716628075","1.00467622280121","0.0","0.0037021734751761","","","0.106462739408016","0.248692125082016","0.0","2.61471581459045","","9.95080190477893e-05","0.0158925261348486","0.0029351448174566","0.00220821076072752","0.00288912886753678","","","0.00627486081793904","0.0702041760087013","","0.186076119542122","","0.475508093833923","0.0","0.0786772146821022","0.00165630993433297","","0.00194328289944679","0.0145585983991623","0.605934143066406","","0.0598469339311123","0.0188123937696218","0.000539967964868993","0.8524529337883","","0.505259156227112","0.0171836279332638","0.106688447296619","","0.0159960445016623","0.00022830386296846","0.00564654218032956","0.103720434010029","0.0665341019630432","10.4604911804199","0.0549908429384232","","","3.69212985038757","1.86969292163849","0.00256205769255757","0.00137836975045502","","0.000417221803218126","0.123095318675041","0.0653076618909836","0.0","0.0087466211989522","0.00174404960125685","","","0.0","0.490151405334473","0.0","","0.161711916327477","2.00246787071228","0.0097485613077879","0.000983181525953114","0.0","","0.0","0.0431737005710602","3.17892590828706e-05","0.000243914255406708","0.350613743066788","4.19207096099854","0.569455444812775","0.0319719985127449","0.00365581945516169","0.179500907659531","","0.000973350019194186","0.0","0.000298974598990753","0.20259790122509","0.0513457581400871","","","","0.0199073720723391","8.69694709777832","","1.92580580711365","4.87476921081543","0.00249091954901814","","0.0","0.00587401073426008","4.80615615844727","","","0.0955056846141815","0.00126429798547179","","530.677395575198"
"Slovenia","0.0","0.156380504369736","0.0","","","0.0","0.0","0.0","0.0","","0.0","4.35192632675171","0.0","","","0.0","0.0","0.0","1.47602915763855","0.0","0.0","","0.0","0.0","107.46484375","0.0","0.0","","0.259346634149551","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","45.8226890563965","","","0.0","1.38898956775665","0.105816729366779","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","3.65370750427246","","","0.0","0.0","6.18544340133667","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.17496335506439","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","2.80683088302612","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","14.5516996383667","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.282744944095612","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.449665248394012","0.0","","","0.506003975868225","0.751989722251892","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.210411056876183","1.32146084308624","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","2.54531311988831","","0.533317387104034","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","195.9995728060603"
"Solomon Islands","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","2.11731576919556","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","2.26405000686646","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.204559683799744","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.296523600816727","0.0","0.0","0.0","","0.0","0.0","0.0","0.487357765436172","0.0","0.0","0.0","","","0.316731303930283","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.150902628898621","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.315533369779587","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.199862137436867","0.0","0.0","0.810088872909546","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.242232650518417","0.498372167348862","0.0","","0.0661848038434982","0.0","0.0","","","0.0","0.0","","7.9697147607803425"
"Somalia","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","0.0"
"South Africa","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","9.49724578857422","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","40.8694229125977","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","549.174865722656","0.0","","","0.0","0.0","0.0","0.0","","2.0047287940979","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","71.3556518554688","","0.0","0.0","0.0","","0.716559290885925","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","46.4434585571289","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","","720.0619329214094"
"Spain","0.137428537011147","1.52159905433655","99.5914154052734","","","0.00203507789410651","0.0090785576030612","241.586853027344","20.276050567627","","22.2461013793945","55.7795181274414","0.838832378387451","","","28.5611095428467","0.0647123977541924","1.6015031337738","1287.56921386719","0.0866844430565834","0.342348366975784","","0.0","443.217071533203","3.13562893867493","0.0375979654490948","563.37255859375","","222.484359741211","0.151548147201538","0.0462650246918201","0.075408473610878","2.67219233512878","","4.88745450973511","","","","","0.392023593187332","1009.06518554688","768.360229492188","","","","13.866340637207","1.28979742527008","3.57787990570068","","","0.292549848556519","47.671314239502","67.0443954467773","0.112898416817188","0.521466195583344","438.316497802734","1179.15942382813","17.3443832397461","21.5180740356445","","","3.1560230255127","1.05318415164948","","0.044594656676054","35.2802963256836","2801.77807617188","","","28.4004726409912","12.6929216384888","1142.52136230469","3.56409454345703","4.21847152709961","","0.0269122868776321","","31.4313983917236","4.30098390579224","4.77831363677979","0.126183152198792","1.15422570705414","124.131164550781","0.0","41.3421058654785","0.851479351520538","184.005905151367","8.10986042022705","5.20417928695679","0.525830209255219","17.3348255157471","","5.0052170753479","185.028900146484","0.711922347545624","18.2005348205566","13.0190172195435","0.0357501208782196","3.82978415489197","","","18.0463905334473","","","0.471108078956604","0.152543976902962","7.16488075256348","39.0700378417969","0.108671195805073","1.9510657787323","","","106.550392150879","50.2261924743652","0.0","0.525632321834564","","0.0163890440016985","0.5490802526474","0.0","22.6660785675049","0.0945274978876114","","","0.782272517681122","90.8872833251953","","42.5863456726074","","0.833174705505371","0.0","1828.1240234375","0.534903645515442","","0.129850313067436","3.98406028747559","112.958427429199","","1.44549286365509","15.9007053375244","0.226105153560638","935.830810546875","","79.8428726196289","0.145519182085991","152.952835083008","","12.8599281311035","0.0117410337552428","152.722320556641","453.494964599609","187.073822021484","207.528030395508","265.263793945313","","","1133.81396484375","32.7693176269531","0.838090062141418","0.00763701554387808","","0.0628269836306572","1.09814381599426","167.018905639648","0.0","0.162064835429192","0.718822181224823","","","28.0843391418457","3.6451096534729","0.00131773506291211","","3.66459012031555","0.0","2.53016042709351","0.0","0.326207369565964","","0.0283008832484484","0.469520837068558","0.00370468338951468","0.00663974601775408","58.8782501220703","617.531799316406","13.2148323059082","0.150535106658936","0.185628011822701","9.19648933410645","","0.893835663795471","0.00940815918147564","0.0786052569746971","8.35407829284668","0.791589975357056","","","","0.403483927249908","98.3524627685547","","704.18017578125","86.8224258422852","29.3898315429688","","0.668774724006653","43.3971977233887","6.81987333297729","","","0.0631655752658844","0.120893746614456","","19099.156292465537"
"Sri Lanka","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","1.56705176830292","0.0","0.000670855981297791","","","0.0","0.0","0.000207797609618865","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","1.80589842796326","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.13877946138382","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","4.71490383148193","","","0.0","0.000473851396236569","0.773142158985138","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1281.07043457031","0.0","0.0","0.0","0.0","","0.0","0.0605244040489197","0.0","0.243505597114563","0.0","6.61649537505582e-05","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.131079778075218","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0410113856196404","0.0","0.237613320350647","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.00445118732750416","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.611613392829895","0.475493192672729","0.0","0.00173741462640464","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","","0.0","0.00286772917024791","","0.705706179141998","0.356312066316605","0.0","","0.0","0.0","0.0","","","0.0","0.0","","1292.9435445356623"
"St. Kitts and Nevis","0.0","0.0","0.0","","","0.0","0.100607745349407","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.055609155446291","1.39097511768341","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.480391144752502","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.288321048021317","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.0357239842414856","0.0","0.0","","","","0.0","0.0","","0.477657228708267","2.24642515182495","0.0","","0.0","0.0","0.0","","","0.0","0.0","","5.07571057602763"
"St. Lucia","0.0","0.0","0.0","","","0.0","0.109349109232426","0.0","0.0","","0.0","0.0","0.0","","","0.0","0.866507291793823","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0238373018801212","","0.0","0.0","0.0","0.0","0.0","","0.0","","","","","0.0","0.0471423827111721","0.0","","","","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","0.0286135319620371","0.0911379605531693","0.0","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.436604142189026","","","0.0","0.0","0.164856523275375","0.0","0.0","","0.0158036276698112","","0.0","0.0","0.0","0.313317596912384","0.0","0.0","0.0","0.0","0.0","0.0340444482862949","0.0","0.0","0.0","0.0","","0.0","0.0155327785760164","0.163627952337265","0.0","0.0","0.0","0.0","","","0.0","","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0135099329054356","","0.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0614922344684601","","0.0","0.0","0.0","0.134930625557899","","0.0","0.0","0.0","","0.0189428310841322","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","0.0","","0.0","0.0","0.0","0.0354864038527012","0.0","","0.0942109376192093","0.0","0.000479645561426878","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0.0","0.119664683938026","0.0","0.0","","","","0.0","0.0","","3.68192934989929","2.50742292404175","0.0","","0.0","0.00920472573488951","0.0","","","0.0","0.0","","8.98764894204214"
